,Brand,Battery capacity,Screen Size,Touchscreen,Internal storage,Headphones,Face unlock,Fingerprint sensor,Wireless charging,NFC,Number of SIMs,SIM Type,4G/ LTE,5G,Expandable storage,Price,3G,EDGE,GPRS,Wi-Fi,VoLTE,Usb Type,Bluetooth,OS,cpuCores,Chipset,CPU,GPS,RAM,FM Radio,Rear Camera,Flash,Front Camera,PPI,Width,Height,Weight,Fast Charging,Removable Battery,Card Slot,Launched_Month,Launched_Year,Number of Rear Cameras,Resolution_x,Resolution_y,Light Sensor,Compass Sensor,Proximity Sensor,Magnetic Sensor,Gravity Sensor,Heathtracking Sensor,Gyroscope Sensor,Accelerometar Sensor,Vibration Sensor,Laser Sensor
112,OnePlus,4510,6.78,Yes,128,Yes,Yes,Yes,Yes,Yes,2.0,Nano,Yes,Yes,0,45999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2.84,Yes,8,No,48,LED,32,514,74.4,165.3,199.0,Yes,No,No,April,2020,4,1440,3100,1,1,1,0,0,0,1,1,0,0
113,Samsung,3400,6.1,Yes,128,Yes,Yes,Yes,Yes,Yes,2.0,Nano,Yes,No,512,54499,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.7,Yes,8,No,16,Dual LED,10,551,70.4,149.9,157,Yes,No,Yes,February,2019,3,1440,3040,1,1,1,0,0,1,1,1,0,0
114,Samsung,3400,6.1,Yes,512,Yes,Yes,Yes,Yes,Yes,2.0,Nano,Yes,No,512,54499,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.7,Yes,8,No,16,Dual LED,10,551,70.4,149.9,157,Yes,No,Yes,February,2019,3,1440,3040,1,1,1,0,0,1,1,1,0,0
115,Apple,1821,4.7,Yes,64,Yes,No,Yes,No,Yes,1.0,Nano,Yes,No,0,36999,Yes,Yes,Yes,Yes,Yes,Proprietary,Yes,iOS,Hexa,apple,2.39,Yes,2,No,12,LED,7,326,67.3,138.4,148,Yes,No,No,September,2017,1,750,1334,1,1,1,0,0,0,1,1,0,0
116,Apple,1821,4.7,Yes,256,Yes,No,Yes,No,Yes,1.0,Nano,Yes,No,0,36999,Yes,Yes,Yes,Yes,Yes,Proprietary,Yes,iOS,Hexa,apple,2.39,Yes,2,No,12,LED,7,326,67.3,138.4,148,Yes,No,No,September,2017,1,750,1334,1,1,1,0,0,0,1,1,0,0
117,Apple,,6.1,Yes,64,Yes,Yes,Yes,Yes,Yes,2.0,eSIM,Yes,Yes,0,74990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,iOS,Hexa,apple,2.65,Yes,6,No,12,LED,12,495,71.50,146.70,164.0,Yes,No,No,October,2020,3,1125,2436,1,1,1,0,0,0,1,1,0,0
118,Samsung,2600,5.5,Yes,16,Yes,No,Yes,No,Yes,2.0,Nano,Yes,No,64,16800,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,samsung,2.2,Yes,4,Yes,24,LED,24,411,76.8,159.8,168,No,No,Yes,January,2015,3,2220,1080,1,1,1,0,0,0,1,1,0,0
119,Oppo,3765,6.5,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,18990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,8,No,16,LED,16,396,76,161.2,191,Yes,No,No,May,2019,2,1080,2340,1,1,1,0,0,0,1,1,0,0
120,Oppo,3765,6.5,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,15990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,No,16,LED,16,396,76,161.2,191,Yes,No,No,May,2019,2,1080,2340,1,1,1,0,0,0,1,1,0,0
121,Oppo,3765,6.5,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,18990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,8,No,16,LED,16,396,76,161.2,191,Yes,No,No,May,2019,2,1080,2340,1,1,1,0,0,0,1,1,0,0
122,Oppo,3765,6.5,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,15990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,No,16,LED,16,396,76,161.2,191,Yes,No,No,May,2019,2,1080,2340,1,1,1,0,0,0,1,1,0,0
123,Oppo,3700,6.4,Yes,128,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No, 256,25000,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,8,No,20,LED,25,394,74.6,157.6,183,Yes,No,Yes,August,2018,2,1080,2280,1,1,1,0,0,0,1,1,0,0
124,Vivo,3260,6.22,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,256,8499,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,No,13,LED,5,270,155.1,75,146.5,No,No,Yes,June,2018,1,1520,720,0,0,1,0,0,0,0,1,0,0
125,Vivo,3260,6.22,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,9790,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,3,No,13,LED,5,270,155.1,75,146.5,No,No,Yes,June,2018,1,1520,720,0,0,1,0,0,0,0,1,0,0
126,Vivo,3260,6.22,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,256,8499,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,No,13,LED,5,270,155.1,75,146.5,No,No,Yes,June,2018,1,1520,720,0,0,1,0,0,0,0,1,0,0
127,Vivo,3260,6.22,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,9790,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,3,No,13,LED,5,270,155.1,75,146.5,No,No,Yes,June,2018,1,1520,720,0,0,1,0,0,0,0,1,0,0
128,OnePlus,4085,6.67,Yes,256,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,0,53988,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.96,Yes,8,No,48,Dual LED,16,516,75.9,162.6,206,Yes,No,No,October,2019,3,1440,3120,1,1,1,0,0,0,1,1,0,1
129,Apple,2691,5.5,Yes,64,Yes,No,Yes,Yes,Yes,1.0,Nano,Yes,No,0,48900,Yes,Yes,Yes,Yes,Yes,Proprietary,Yes,iOS,Hexa,apple,2.39,Yes,3,No,12,LED,7,401,78.1,158.4,202,Yes,No,No,September,2017,2,1080,1920,1,1,1,0,0,0,1,1,0,0
130,Apple,2691,5.5,Yes,256,Yes,No,Yes,Yes,Yes,1.0,Nano,Yes,No,0,48900,Yes,Yes,Yes,Yes,Yes,Proprietary,Yes,iOS,Hexa,apple,2.39,Yes,3,No,12,LED,7,401,78.1,158.4,202,Yes,No,No,September,2017,2,1080,1920,1,1,1,0,0,0,1,1,0,0
131,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,17499,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,6,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
132,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,17990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,6,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
133,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,15649,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
134,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,17499,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,6,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
135,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,17990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,6,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
136,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,15649,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
137,Vivo,4500,6.38,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,17499,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,6,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
138,Vivo,4500,6.38,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,17990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,6,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
139,Vivo,4500,6.38,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,15649,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,Yes,16,LED,32,404,75.2,159.5,179,Yes,No,Yes,July,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
140,Realme,3410,6.0,Yes,64,Yes,Yes,No,No,No,2.0,Nano,Yes,No,256,10299,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,Yes,13,LED,8,402,75.2,156.5,155,No,No,Yes,May,2018,1,1080,2160,1,1,1,0,0,0,1,1,0,0
141,Realme,3410,6.0,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,256,10299,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,Yes,13,LED,8,402,75.2,156.5,155,No,No,Yes,May,2018,1,1080,2160,1,1,1,0,0,0,1,1,0,0
142,Realme,3410,6.0,Yes,128,Yes,Yes,No,No,No,2.0,Nano,Yes,No,256,10299,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,Yes,13,LED,8,402,75.2,156.5,155,No,No,Yes,May,2018,1,1080,2160,1,1,1,0,0,0,1,1,0,0
143,Realme,4000,6.5,Yes,256,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,0,33999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.96,Yes,12,No,64,Dual LED,16,402,75.7,161,199,Yes,No,No,October,2019,4,1080,2400,1,0,1,1,0,0,1,1,0,0
144,Realme,4000,6.5,Yes,256,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,0,28959,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.96,Yes,8,No,64,Dual LED,16,402,75.7,161,199,Yes,No,No,October,2019,4,1080,2400,1,0,1,1,0,0,1,1,0,0
145,Realme,4000,6.5,Yes,256,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,0,27999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.96,Yes,6,No,64,Dual LED,16,402,75.7,161,199,Yes,No,No,October,2019,4,1080,2400,1,0,1,1,0,0,1,1,0,0
146,Realme,4000,6.5,Yes,64,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,0,33999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.96,Yes,12,No,64,Dual LED,16,402,75.7,161,199,Yes,No,No,October,2019,4,1080,2400,1,0,1,1,0,0,1,1,0,0
147,Realme,4000,6.5,Yes,64,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,0,28959,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.96,Yes,8,No,64,Dual LED,16,402,75.7,161,199,Yes,No,No,October,2019,4,1080,2400,1,0,1,1,0,0,1,1,0,0
148,Realme,4000,6.5,Yes,64,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,0,27999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.96,Yes,6,No,64,Dual LED,16,402,75.7,161,199,Yes,No,No,October,2019,4,1080,2400,1,0,1,1,0,0,1,1,0,0
149,Vivo,5000,6.53,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,13800,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,4,Yes,16,LED,16,395,76.5,162.2,193,Yes,No,Yes,November,2019,3,1080,2340,1,1,1,0,0,0,0,1,0,0
150,Vivo,4100,6.44,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,25950,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,8,No,48,Dual LED,32,414,74.7,159,201.8,Yes,No,No,September,2019,4,1080,2400,1,1,1,0,0,0,1,1,0,0
151,Vivo,4315,6.56,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,Yes,0,36990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.96,Yes,8,Yes,64,LED,32,396,72.80,158.46,181.5,Yes,No,No,June,2020,4,1080,2340,1,1,1,0,0,0,1,1,0,0
152,Samsung,3000,5.8,Yes,64,Yes,Yes,Yes,Yes,Yes,2.0,Nano,Yes,No,400,26999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.8,Yes,4,Yes,12,Dual LED,8,568,68.7,147.69,163,Yes,No,Yes,March,2018,1,1440,2960,1,1,1,0,0,0,1,1,0,0
153,Samsung,3000,5.8,Yes,128,Yes,Yes,Yes,Yes,Yes,2.0,Nano,Yes,No,400,26999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.8,Yes,4,Yes,12,Dual LED,8,568,68.7,147.69,163,Yes,No,Yes,March,2018,1,1440,2960,1,1,1,0,0,0,1,1,0,0
154,Xiaomi,4000,5.99,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,8148,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,4,Yes,12,Dual LED,5,403,75.5,158.5,180,No,No,Yes,February,2018,1,1080,2160,1,1,1,0,0,0,1,1,0,0
155,Xiaomi,4000,5.99,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,8148,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,4,Yes,12,Dual LED,5,403,75.5,158.5,180,No,No,Yes,February,2018,1,1080,2160,1,1,1,0,0,0,1,1,0,0
156,Xiaomi,4000,6.39,No,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,24999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.8,Yes,6,Yes,48,Dual LED,20,403,74.3,156.7,191,Yes,No,No,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,1,0
157,Xiaomi,4000,6.39,No,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,27999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.8,Yes,8,Yes,48,Dual LED,20,403,74.3,156.7,191,Yes,No,No,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,1,0
158,Xiaomi,4000,6.39,No,256,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,24999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.8,Yes,6,Yes,48,Dual LED,20,403,74.3,156.7,191,Yes,No,No,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,1,0
159,Xiaomi,4000,6.39,No,256,Yes,Yes,Yes,No,No,2.0,Nano,No,No,0,27999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.8,Yes,8,Yes,48,Dual LED,20,403,74.3,156.7,191,Yes,No,No,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,1,0
160,Vivo,3315,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,14050,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,6,Yes,16,LED,25,409,75.63,155.97,163.7,No,No,Yes,September,2018,2,1080,2280,1,1,1,0,0,0,0,1,0,0
161,Xiaomi,4000,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,15084,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,Yes,48,LED,13,403,75.2,159.2,186,Yes,No,Yes,January,2019,2,2340,1080,1,1,1,0,0,0,1,1,0,0
162,Xiaomi,4000,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,9750,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,4,Yes,12,LED,13,403,75.2,159.2,186,Yes,No,Yes,January,2019,2,2340,1080,1,1,1,0,0,0,1,1,0,0
163,Xiaomi,4000,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,9150,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,3,Yes,12,LED,13,403,75.2,159.2,186,Yes,No,Yes,January,2019,2,2340,1080,1,1,1,0,0,0,1,1,0,0
164,Xiaomi,4000,6.3,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,15084,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,Yes,48,LED,13,403,75.2,159.2,186,Yes,No,Yes,January,2019,2,2340,1080,1,1,1,0,0,0,1,1,0,0
165,Xiaomi,4000,6.3,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,9750,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,4,Yes,12,LED,13,403,75.2,159.2,186,Yes,No,Yes,January,2019,2,2340,1080,1,1,1,0,0,0,1,1,0,0
166,Xiaomi,4000,6.3,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,9150,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,3,Yes,12,LED,13,403,75.2,159.2,186,Yes,No,Yes,January,2019,2,2340,1080,1,1,1,0,0,0,1,1,0,0
167,Xiaomi,4000,5.84,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,8999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,4,Yes,12,Dual LED,5,432,71.7,149.3,178,No,No,Yes,September,2018,2,1080,2280,1,1,1,0,0,0,1,1,0,0
168,Xiaomi,4000,5.84,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,7890,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,12,Dual LED,5,432,71.7,149.3,178,No,No,Yes,September,2018,2,1080,2280,1,1,1,0,0,0,1,1,0,0
169,Samsung,4000,6.5,Yes,128,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,512,22990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.3,Yes,6,Yes,48,LED,32,405,73.6,158.5,172,Yes,No,Yes,January,2020,4,1080,2400,1,1,1,0,0,0,1,1,0,0
170,Samsung,3700,6.7,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,37900,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,8,Yes,48,LED,0,393,76.5,165.2,220,Yes,No,No,April,2019,3,1080,2400,1,1,1,0,0,0,1,1,0,0
171,Realme,4035,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,13785,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
172,Realme,4035,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,12980,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,4,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
173,Realme,4035,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,15793,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,8,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
174,Realme,4035,6.3,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,13785,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
175,Realme,4035,6.3,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,12980,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,4,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
176,Realme,4035,6.3,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,15793,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,8,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
177,Realme,4035,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,13785,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
178,Realme,4035,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,12980,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,4,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
179,Realme,4035,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,15793,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,8,Yes,48,LED,16,409,74.2,157,184,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
180,Vivo,5000,6.35,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,10989,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,4,Yes,13,LED,8,270,76.77,159.43,191,Yes,No,Yes,September,2019,3,720,1544,1,0,1,0,0,0,0,1,0,0
181,Vivo,5000,6.35,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,8990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,13,LED,8,270,76.77,159.43,191,Yes,No,Yes,September,2019,3,720,1544,1,0,1,0,0,0,0,1,0,0
182,Vivo,5000,6.35,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,9489,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,13,LED,8,270,76.77,159.43,191,Yes,No,Yes,September,2019,3,720,1544,1,0,1,0,0,0,0,1,0,0
183,Vivo,5000,6.35,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,10989,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,4,Yes,13,LED,8,270,76.77,159.43,191,Yes,No,Yes,September,2019,3,720,1544,1,0,1,0,0,0,0,1,0,0
184,Vivo,5000,6.35,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,8990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,13,LED,8,270,76.77,159.43,191,Yes,No,Yes,September,2019,3,720,1544,1,0,1,0,0,0,0,1,0,0
185,Vivo,5000,6.35,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,9489,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,13,LED,8,270,76.77,159.43,191,Yes,No,Yes,September,2019,3,720,1544,1,0,1,0,0,0,0,1,0,0
186,Oppo,4000,6.53,Yes,256,Yes,Yes,Yes,No,No,2.0,Nano,No,No, 256,25990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,mediatek,2.2,Yes,8,No,48,LED,16,394,76,162,195,Yes,No,Yes,August,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
187,Samsung,3500,6.0,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,14990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,1.8,Yes,4,Yes,16,Dual LED,16,274,75.70,159.20,177.0,No,No,Yes,May,2018,2,720,1480,1,0,1,0,0,0,0,1,0,0
188,Apple,2750,5.5,Yes,16,Yes,No,Yes,No,Yes,1.0,Nano,Yes,No,0,39975,Yes,Yes,Yes,Yes,Yes,Proprietary,Yes,iOS,Dual,apple,1.84,Yes,2,No,12,Dual LED,5,401,77.9,158.19,192,No,No,No,September,2015,1,1080,1920,1,1,1,0,0,0,1,1,0,0
189,Samsung,4000,6.4,Yes,128,Yes,Yes,Yes,No,Yes,2.0,Micro,Yes,No,512,19999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.3,Yes,6,Yes,48,LED,32,403,74.5,158.5,166,Yes,No,Yes,August,2019,3,1080,2340,1,0,1,1,0,0,1,1,0,0
190,Samsung,4000,6.4,Yes,128,Yes,Yes,Yes,No,Yes,2.0,Micro,Yes,No,512,17459,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.3,Yes,4,Yes,48,LED,32,403,74.5,158.5,166,Yes,No,Yes,August,2019,3,1080,2340,1,0,1,1,0,0,1,1,0,0
