,Brand,Battery capacity,Screen Size,Touchscreen,Internal storage,Headphones,Face unlock,Fingerprint sensor,Wireless charging,NFC,Number of SIMs,SIM Type,4G/ LTE,5G,Expandable storage,Price,3G,EDGE,GPRS,Wi-Fi,VoLTE,Usb Type,Bluetooth,OS,cpuCores,Chipset,CPU,GPS,RAM,FM Radio,Rear Camera,Flash,Front Camera,PPI,Width,Height,Weight,Fast Charging,Removable Battery,Card Slot,Launched_Month,Launched_Year,Number of Rear Cameras,Resolution_x,Resolution_y,Light Sensor,Compass Sensor,Proximity Sensor,Magnetic Sensor,Gravity Sensor,Heathtracking Sensor,Gyroscope Sensor,Accelerometar Sensor,Vibration Sensor,Laser Sensor
191,Samsung,4000,6.4,Yes,128,Yes,Yes,Yes,No,Yes,2.0,Micro,Yes,No,512,19999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.3,Yes,6,Yes,48,LED,32,403,74.5,158.5,166,Yes,No,Yes,August,2019,3,1080,2340,1,0,1,1,0,0,1,1,0,0
192,Samsung,4000,6.4,Yes,128,Yes,Yes,Yes,No,Yes,2.0,Micro,Yes,No,512,17459,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.3,Yes,4,Yes,48,LED,32,403,74.5,158.5,166,Yes,No,Yes,August,2019,3,1080,2340,1,0,1,1,0,0,1,1,0,0
193,Samsung,3600,5.5,Yes,32,Yes,No,Yes,No,Yes,2.0,Nano,Yes,No,200,27999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,samsung,2.3,Yes,4,No,12,LED,5,534,72.59,150.9,157,No,No,Yes,February,2016,1,1440,2560,1,1,1,0,0,0,1,1,0,0
194,Samsung,4000,6.4,Yes,64,Yes,No,Yes,No,Yes,2.0,Nano,Yes,No,512,15999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,1.6,Yes,4,Yes,25,LED,16,268,74.7,158.5,169,Yes,No,Yes,August,2019,3,720,1560,1,0,1,1,0,0,1,1,0,0
195,Samsung,4000,6.4,Yes,64,Yes,No,Yes,No,Yes,2.0,Nano,Yes,No,512,14859,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,1.6,Yes,4,Yes,25,LED,16,268,74.7,158.5,169,Yes,No,Yes,August,2019,3,720,1560,1,0,1,1,0,0,1,1,0,0
196,Huawei,4200,6.47,Yes,256,Yes,Yes,Yes,Yes,Yes,2.0,Nano,Yes,No,256,55649,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,hisilicon,2.6,Yes,8,No,40,LED,32,398,72,158,192,Yes,No,Yes,March,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
197,Realme,4230,6.2,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,7999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,3,Yes,13,LED,13,271,75.6,156.1,175,No,No,Yes,March,2019,2,1520,720,1,0,1,1,0,1,0,1,0,0
198,Realme,4230,6.2,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,8999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,4,Yes,13,LED,13,270,75.6,156.1,175,No,No,Yes,March,2019,2,720,1520,1,1,1,0,0,0,0,1,0,0
199,Realme,4230,6.2,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,6999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,3,Yes,13,LED,13,271,75.6,156.1,175,No,No,Yes,March,2019,2,1520,720,1,0,1,1,0,1,0,1,0,0
200,Realme,4230,6.2,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,7999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,3,Yes,13,LED,13,271,75.6,156.1,175,No,No,Yes,March,2019,2,1520,720,1,0,1,1,0,1,0,1,0,0
201,Realme,4230,6.2,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,8999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,4,Yes,13,LED,13,270,75.6,156.1,175,No,No,Yes,March,2019,2,720,1520,1,1,1,0,0,0,0,1,0,0
202,Realme,4230,6.2,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,6999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,3,Yes,13,LED,13,271,75.6,156.1,175,No,No,Yes,March,2019,2,1520,720,1,0,1,1,0,1,0,1,0,0
203,Realme,4230,6.2,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,7999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,3,Yes,13,LED,13,271,75.6,156.1,175,No,No,Yes,March,2019,2,1520,720,1,0,1,1,0,1,0,1,0,0
204,Realme,4230,6.2,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,8999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,4,Yes,13,LED,13,270,75.6,156.1,175,No,No,Yes,March,2019,2,720,1520,1,1,1,0,0,0,0,1,0,0
205,Realme,4230,6.2,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,256,6999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2.1,Yes,3,Yes,13,LED,13,271,75.6,156.1,175,No,No,Yes,March,2019,2,1520,720,1,0,1,1,0,1,0,1,0,0
206,Tecno,3000,6.1,Yes,16,Yes,Yes,No,No,No,2.0,Nano,Yes,No,256,5279,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Quad,mediatek,2,Yes,2,Yes,8,Dual LED,5,273,,,,No,Yes,Yes,August,2019,1,720,1500,1,0,1,0,0,0,0,1,0,0
207,Nokia,3000,5.5,Yes,32,Yes,No,Yes,No,Yes,2.0,Nano,Yes,No,128,9999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,4,Yes,16,Dual LED,8,401,75.8,148.8,172,Yes,No,Yes,January,2018,1,1080,1920,1,1,1,0,0,0,1,1,0,0
208,Samsung,3300,6.3,Yes,64,Yes,Yes,Yes,Yes,Yes,2.0,Nano,Yes,No,256,49999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.3,Yes,6,No,12,Dual LED,8,522,74.59,162.5,195,Yes,No,Yes,August,2017,2,1440,2960,1,1,1,0,0,1,1,1,0,0
209,Xiaomi,3300,5.7,Yes,32,Yes,No,Yes,No,No,2.0,Nano,Yes,No, 128,5999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,1.8,Yes,3,Yes,12,LED,5,282,72.8,151.8,157,No,No,Yes,December,2017,1,720,1440,1,1,1,0,0,0,1,1,0,0
210,Vivo,3360,6.0,Yes,32,Yes,No,No,No,No,2.0,Nano,Yes,No,0,12990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Quad,qualcomm,1.4,Yes,4,Yes,13,LED,5,268,75.7,155.9,150,No,No,Yes,April,2018,1,720,1440,1,1,1,0,0,0,1,1,0,0
211,Vivo,3360,6.0,Yes,16,Yes,No,No,No,No,2.0,Nano,Yes,No,0,12990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Quad,qualcomm,1.4,Yes,4,Yes,13,LED,5,268,75.7,155.9,150,No,No,Yes,April,2018,1,720,1440,1,1,1,0,0,0,1,1,0,0
212,Xiaomi,4000,6.26,Yes,64,Yes,No,Yes,No,No,2.0,Nano,Yes,No, 256,9487,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,1.8,Yes,4,Yes,12,Dual LED,20,403,76.4,157.9,182,Yes,No,Yes,September,2018,2,1080,2280,1,1,1,0,0,0,1,1,0,0
213,Xiaomi,4000,6.26,Yes,64,Yes,No,Yes,No,No,2.0,Nano,Yes,No, 256,13266,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,1.8,Yes,3,Yes,12,Dual LED,20,403,76.4,157.9,182,Yes,No,Yes,September,2018,2,1080,2280,1,1,1,0,0,0,1,1,0,0
214,Xiaomi,4000,6.26,Yes,64,Yes,No,Yes,No,No,2.0,Nano,Yes,No, 256,9487,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,1.8,Yes,4,Yes,12,Dual LED,20,403,76.4,157.9,182,Yes,No,Yes,September,2018,2,1080,2280,1,1,1,0,0,0,1,1,0,0
215,Xiaomi,4000,6.26,Yes,64,Yes,No,Yes,No,No,2.0,Nano,Yes,No, 256,13266,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,1.8,Yes,3,Yes,12,Dual LED,20,403,76.4,157.9,182,Yes,No,Yes,September,2018,2,1080,2280,1,1,1,0,0,0,1,1,0,0
216,Vivo,5000,6.53,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,10990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,4,Yes,16,LED,16,395,76.47,162.15,193,Yes,No,Yes,November,2019,3,1080,2340,1,1,1,0,0,0,0,1,0,0
217,Xiaomi,3080,5.99,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,8490,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,12,Dual LED,16,269,77.3,160.7,170,No,No,Yes,June,2018,2,720,1440,1,1,1,0,0,0,1,1,0,0
218,Xiaomi,3080,5.99,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,9458,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,4,Yes,12,Dual LED,16,269,77.3,160.7,170,No,No,Yes,June,2018,2,720,1440,1,1,1,0,0,0,1,1,0,0
219,Xiaomi,3080,5.99,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,8490,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,12,Dual LED,16,269,77.3,160.7,170,No,No,Yes,June,2018,2,720,1440,1,1,1,0,0,0,1,1,0,0
220,Xiaomi,3080,5.99,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,9458,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,qualcomm,2,Yes,4,Yes,12,Dual LED,16,269,77.3,160.7,170,No,No,Yes,June,2018,2,720,1440,1,1,1,0,0,0,1,1,0,0
221,Samsung,2600,5.0,Yes,8,Yes,No,No,No,No,2.0,Micro,No,No,128,11390,Yes,Yes,Yes,Yes,1,microUSB,Yes,Android,Quad,qualcomm,1.2,Yes,1.5,Yes,13,LED,5,294,73,142,149,No,Yes,Yes,June,2015,1,720,1280,1,0,1,0,0,0,0,1,0,0
222,Vivo,4030,6.22,Yes,16,Yes,Yes,No,No,No,2.0,Nano,No,No,512,6490,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Quad,mediatek,2,Yes,2,Yes,8,LED,5,270,75,155.1,163.5,No,No,Yes,July,2019,1,720,1520,1,1,1,0,0,0,0,1,0,0
223,Realme,4000,6.4,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,16969,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,4,No,64,LED,32,402,75.2,158.7,182,Yes,No,Yes,December,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
224,Realme,4000,6.4,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,19799,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,8,No,64,LED,32,402,75.2,158.7,182,Yes,No,Yes,December,2019,4,1080,2340,1,1,1,0,0,0,1,1,0,0
225,Vivo,4030,6.2,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,No,No,128,9999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,3,Yes,13,LED,8,407,75.1,155.1,163.5,No,No,Yes,October,2018,2,1520,720,1,1,1,0,0,0,0,1,0,0
226,Vivo,4030,6.2,Yes,32,Yes,Yes,Yes,No,No,2.0,Nano,No,No,128,9999,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,mediatek,2,Yes,3,Yes,13,LED,8,407,75.1,155.1,163.5,No,No,Yes,October,2018,2,1520,720,1,1,1,0,0,0,0,1,0,0
227,Samsung,6000,6.4,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,512,14999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.3,Yes,6,Yes,48,LED,16,411,75.1,159,188,Yes,No,Yes,September,2019,3,1080,2280,1,0,1,1,0,0,1,1,0,0
228,Samsung,6000,6.4,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,512,12999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,samsung,2.3,Yes,4,Yes,48,LED,16,411,75.1,159,188,Yes,No,Yes,September,2019,3,1080,2280,1,0,1,1,0,0,1,1,0,0
229,Samsung,3000,5.5,Yes,16,Yes,No,No,No,No,2.0,Micro,No,No,128,15725,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,samsung,1.5,Yes,1.5,Yes,13,LED,5,267,79.09,152.19,169,No,Yes,Yes,June,2015,1,720,1280,1,0,1,0,0,0,0,1,0,0
230,Huawei,4000,6.59,Yes,128,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,512,15990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,hisilicon,2.2,Yes,4,No,16,LED,16,391,77.3,163.5,196.8,No,No,Yes,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
231,Samsung,4500,6.7,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,512,27999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,8,Yes,64,LED,32,393,,,,Yes,No,Yes,September,2019,3,1080,2400,1,1,1,0,0,0,1,1,0,0
232,Samsung,4500,6.7,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,512,25999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,6,Yes,64,LED,32,393,,,,Yes,No,Yes,September,2019,3,1080,2400,1,1,1,0,0,0,1,1,0,0
233,Samsung,4500,6.7,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,512,27999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,8,Yes,64,LED,32,393,,,,Yes,No,Yes,September,2019,3,1080,2400,1,1,1,0,0,0,1,1,0,0
234,Samsung,4500,6.7,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,No,No,512,25999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,6,Yes,64,LED,32,393,,,,Yes,No,Yes,September,2019,3,1080,2400,1,1,1,0,0,0,1,1,0,0
235,Apple,3969,6.5,Yes,64,Yes,Yes,No,Yes,Yes,2.0,eSIM,Yes,No,0,119999,Yes,Yes,Yes,Yes,Yes,,Yes,iOS,Hexa,apple,2.65,Yes,4,No,12,LED,12,458,77.8,158,226,Yes,No,No,September,2019,3,1242,2688,1,0,1,1,0,0,1,1,0,0
236,Apple,3969,6.5,Yes,64,Yes,Yes,No,Yes,Yes,2.0,eSIM,Yes,No,0,115499,Yes,Yes,Yes,Yes,Yes,,Yes,iOS,Hexa,apple,2.65,Yes,4,No,12,LED,12,458,77.8,158,226,Yes,No,No,September,2019,3,1242,2688,1,0,1,1,0,0,1,1,0,0
237,Apple,3969,6.5,Yes,64,Yes,Yes,No,Yes,Yes,2.0,eSIM,Yes,No,0,106900,Yes,Yes,Yes,Yes,Yes,,Yes,iOS,Hexa,apple,2.65,Yes,4,No,12,LED,12,458,77.8,158,226,Yes,No,No,September,2019,3,1242,2688,1,0,1,1,0,0,1,1,0,0
238,Apple,3969,6.5,Yes,512,Yes,Yes,No,Yes,Yes,2.0,eSIM,Yes,No,0,119999,Yes,Yes,Yes,Yes,Yes,,Yes,iOS,Hexa,apple,2.65,Yes,4,No,12,LED,12,458,77.8,158,226,Yes,No,No,September,2019,3,1242,2688,1,0,1,1,0,0,1,1,0,0
239,Apple,3969,6.5,Yes,512,Yes,Yes,No,Yes,Yes,2.0,eSIM,Yes,No,0,115499,Yes,Yes,Yes,Yes,Yes,,Yes,iOS,Hexa,apple,2.65,Yes,4,No,12,LED,12,458,77.8,158,226,Yes,No,No,September,2019,3,1242,2688,1,0,1,1,0,0,1,1,0,0
240,Apple,3969,6.5,Yes,512,Yes,Yes,No,Yes,Yes,2.0,eSIM,Yes,No,0,106900,Yes,Yes,Yes,Yes,Yes,,Yes,iOS,Hexa,apple,2.65,Yes,4,No,12,LED,12,458,77.8,158,226,Yes,No,No,September,2019,3,1242,2688,1,0,1,1,0,0,1,1,0,0
241,Realme,4300,6.5,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,256,10990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,4,No,48,LED,20,403,74.80,162.10,191.0,Yes,No,Yes,March,2020,4,1080,2340,1,0,1,0,0,0,1,1,0,0
242,Samsung,3500,6.3,Yes,256,Yes,Yes,Yes,Yes,Yes,2.0,Nano,Yes,No,0,69999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.73,Yes,8,Yes,16,LED,10,401,71.8,151,168,Yes,No,Yes,August,2019,3,1080,2280,1,1,1,0,0,1,1,1,0,0
243,Apple,2900,5.5,Yes,128,Yes,No,Yes,No,No,1.0,Nano,Yes,No,0,54999,Yes,Yes,Yes,Yes,Yes,Proprietary,Yes,iOS,Quad,apple,2.34,Yes,3,No,12,LED,7,401,77.9,158.19,188,No,No,No,September,2016,2,1080,1920,1,1,1,0,0,0,1,1,0,0
244,Apple,2900,5.5,Yes,128,Yes,No,Yes,No,No,1.0,Nano,Yes,No,0,54990,Yes,Yes,Yes,Yes,Yes,Proprietary,Yes,iOS,Quad,apple,2.34,Yes,3,No,12,LED,7,401,77.9,158.19,188,No,No,No,September,2016,2,1080,1920,1,1,1,0,0,0,1,1,0,0
245,Apple,2900,5.5,Yes,128,Yes,No,Yes,No,No,1.0,Nano,Yes,No,0,34999,Yes,Yes,Yes,Yes,Yes,Proprietary,Yes,iOS,Quad,apple,2.34,Yes,3,No,12,LED,7,401,77.9,158.19,188,No,No,No,September,2016,2,1080,1920,1,1,1,0,0,0,1,1,0,0
246,Samsung,"4,500",6.7,Yes,128,Yes,Yes,Yes,No,Yes,2.0,Nano,Yes,No,1000,39999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.8,Yes,8,No,48,LED,32,394,75.6,162.5,186,Yes,No,Yes,January,2020,3,1080,2400,1,1,1,0,0,0,1,1,0,0
247,Vivo,4500,6.38,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,15990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
248,Vivo,4500,6.38,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,16990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
249,Vivo,4500,6.38,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,17990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,8,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
250,Vivo,4500,6.38,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,14990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,4,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
251,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,15990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
252,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,16990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
253,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,17990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,8,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
254,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,14990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,4,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
255,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,15990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
256,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,16990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,6,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
257,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,17990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,8,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
258,Vivo,4500,6.38,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,14990,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.3,Yes,4,No,48,LED,32,404,75.23,159.53,189.6,Yes,No,No,September,2019,3,1080,2340,1,1,1,0,0,0,1,1,0,0
259,Xiaomi,5000,6.22,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,512,6999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,12,LED,8,269,75.4,156.3,188,Yes,No,Yes,September,2019,1,720,1520,1,0,1,0,0,0,0,1,0,0
260,Xiaomi,5000,6.22,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,512,6499,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,2,Yes,12,LED,8,269,75.4,156.3,188,Yes,No,Yes,September,2019,1,720,1520,1,0,1,0,0,0,0,1,0,0
261,Xiaomi,5000,6.22,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,512,6999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,3,Yes,12,LED,8,269,75.4,156.3,188,Yes,No,Yes,September,2019,1,720,1520,1,0,1,0,0,0,0,1,0,0
262,Xiaomi,5000,6.22,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,512,6499,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2,Yes,2,Yes,12,LED,8,269,75.4,156.3,188,Yes,No,Yes,September,2019,1,720,1520,1,0,1,0,0,0,0,1,0,0
263,Xiaomi,4000,6.39,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,19995,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,No,48,Dual LED,20,403,74.3,156.7,191,Yes,No,No,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,1,0
264,Xiaomi,4000,6.39,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,22999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,No,48,Dual LED,20,403,74.3,156.7,191,Yes,No,No,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,1,0
265,Xiaomi,4000,6.39,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,19995,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,No,48,Dual LED,20,403,74.3,156.7,191,Yes,No,No,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,1,0
266,Xiaomi,4000,6.39,Yes,128,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No,0,22999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,No,48,Dual LED,20,403,74.3,156.7,191,Yes,No,No,May,2019,3,1080,2340,1,1,1,0,0,0,1,1,1,0
267,Samsung,3400,6.2,Yes,32,Yes,No,No,No,No,2.0,Nano,No,No,512,7990,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Octa,samsung,1.6,Yes,2,No,13,LED,5,271,75.6,155.6,168,No,No,Yes,February,2019,1,720,1520,0,0,1,0,0,0,0,1,0,0
268,Xiaomi,3000,5.45,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,256,5415,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Quad,mediatek,2,Yes,2,Yes,13,LED,5,295,71.5,147.5,145,No,No,Yes,June,2018,1,720,1440,1,1,1,0,0,0,0,1,0,0
269,Xiaomi,3000,5.45,Yes,32,Yes,Yes,No,No,No,2.0,Nano,Yes,No,256,5199,Yes,Yes,Yes,Yes,Yes,microUSB,Yes,Android,Quad,mediatek,2,Yes,2,Yes,13,LED,5,295,71.5,147.5,145,No,No,Yes,June,2018,1,1440,720,1,1,1,0,0,0,0,1,0,0
270,Lenovo,4050,6.3,Yes,64,Yes,Yes,Yes,No,No,2.0,Nano,Yes,No, 256,11999,Yes,Yes,Yes,Yes,Yes,USB-C,Yes,Android,Octa,qualcomm,2.2,Yes,6,Yes,16,LED,16,409,74.3,156.6,164,Yes,No,Yes,September,2019,3,1080,2340,1,1,1,0,0,0,0,1,0,0
