,Battery capacity,Screen Size,Touchscreen,Internal storage,Headphones,Face unlock,Fingerprint sensor,Wireless charging,NFC,Number of SIMs,SIM Type,4G/ LTE,5G,Expandable storage,Price,3G,EDGE,GPRS,Wi-Fi,VoLTE,Usb Type,Bluetooth,OS,cpuCores,Chipset,CPU,GPS,RAM,FM Radio,Rear Camera,Flash,Front Camera,PPI,Width,Height,Weight,Fast Charging,Removable Battery,Card Slot,Launched_Month,Launched_Year,Number of Rear Cameras,Resolution_x,Resolution_y,Light Sensor,Compass Sensor,Proximity Sensor,Magnetic Sensor,Gravity Sensor,Heathtracking Sensor,Gyroscope Sensor,Accelerometar Sensor,Vibration Sensor,Laser Sensor,Manufacturer,Brand__Apple,Brand__Coolpad,Brand__Google,Brand__Huawei,Brand__Infinix,Brand__LG,Brand__Lenovo,Brand__Micromax,Brand__Motorola,Brand__Nokia,Brand__OnePlus,Brand__Oppo,Brand__Realme,Brand__Samsung,Brand__Tecno,Brand__Vivo,Brand__Xiaomi,logPrice
358,4380,4.6,1,512,0,1,1,1,1,2.0,2,1,0,0,164999,1,1,1,1,1,1,1,0,2,3,2.8,1,12.0,0,16.0,1,10.0,362,62.8,160.9,276.0,1,0,0,3,5,3,1536,2152,1,0,1,1,0,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.01369469225829
359,4000,5.99,1,64,1,1,1,0,0,2.0,1,1,0,128,8790,1,1,1,1,1,2,1,0,2,3,1.8,1,4.0,1,12.0,0,20.0,403,75.4,158.6,181.0,1,0,1,3,4,2,1080,2160,1,1,1,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.081369990679223
360,4000,5.99,1,64,1,1,1,0,0,2.0,1,1,0,128,11700,1,1,1,1,1,2,1,0,2,3,1.8,1,6.0,1,12.0,0,20.0,403,75.4,158.6,181.0,1,0,1,3,4,2,1080,2160,1,1,1,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.367344120785848
361,4000,5.99,1,64,1,1,1,0,0,2.0,1,1,0,128,8790,1,1,1,1,1,2,1,0,2,3,1.8,1,4.0,1,12.0,0,20.0,403,75.4,158.6,181.0,1,0,1,3,4,2,1080,2160,1,1,1,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.081369990679223
362,4000,5.99,1,64,1,1,1,0,0,2.0,1,1,0,128,11700,1,1,1,1,1,2,1,0,2,3,1.8,1,6.0,1,12.0,0,20.0,403,75.4,158.6,181.0,1,0,1,3,4,2,1080,2160,1,1,1,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.367344120785848
363,3000,5.99,1,64,0,0,1,0,1,2.0,1,1,0,0,10300,1,1,1,1,1,1,1,0,2,3,2.2,1,6.0,0,20.0,0,20.0,403,75.4,158.7,166.0,1,0,0,5,4,2,1080,2160,1,1,1,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.239899174217728
364,3000,5.99,1,64,0,0,1,0,1,2.0,1,1,0,0,8599,1,1,1,1,1,1,1,0,2,3,2.2,1,4.0,0,20.0,0,20.0,403,75.4,158.7,166.0,1,0,0,5,4,2,1080,2160,1,1,1,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.059401196410896
365,3000,5.99,1,128,0,0,1,0,1,2.0,1,1,0,0,10300,1,1,1,1,1,1,1,0,2,3,2.2,1,6.0,0,20.0,0,20.0,403,75.4,158.7,166.0,1,0,0,5,4,2,1080,2160,1,1,1,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.239899174217728
366,3000,5.99,1,128,0,0,1,0,1,2.0,1,1,0,0,8599,1,1,1,1,1,1,1,0,2,3,2.2,1,4.0,0,20.0,0,20.0,403,75.4,158.7,166.0,1,0,0,5,4,2,1080,2160,1,1,1,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.059401196410896
367,3600,5.5,1,64,1,0,1,0,1,2.0,1,1,0,128,16900,1,1,1,1,1,2,1,0,2,5,1.6,1,3.0,1,13.0,1,13.0,401,74.7,152.4,191.0,0,0,1,6,3,1,1080,1920,1,1,1,0,0,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.735068900911164
368,4000,5.2,1,32,1,0,1,0,0,2.0,1,0,0,128,6734,1,1,1,1,1,2,1,0,2,2,2.5,1,3.0,1,13.0,0,8.0,424,73.7,147.9,165.0,0,0,1,11,3,2,1080,1920,1,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.814924599721019
369,4000,5.2,1,32,1,0,1,0,0,2.0,1,0,0,128,6734,1,1,1,1,1,2,1,0,2,2,2.5,1,3.0,1,13.0,0,8.0,424,73.7,147.9,165.0,0,0,1,11,3,2,1080,1920,1,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.814924599721019
370,3430,6.3,1,64,1,0,1,1,1,1.0,1,1,0,0,54999,1,1,1,1,1,1,1,0,2,3,2.8,1,4.0,0,12.2,0,8.0,407,76.7,158.0,184.0,1,0,0,10,4,1,1440,2960,1,1,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.915070282231135
371,3000,5.2,1,16,1,0,1,0,1,2.0,1,1,0,128,6485,1,1,1,1,1,2,1,0,2,3,1.4,1,3.0,1,13.0,0,8.0,282,72.5,149.69,160.0,0,0,1,3,3,1,720,1280,1,1,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.777247096750544
372,2630,5.0,1,16,1,0,0,0,0,2.0,0,1,0,128,5100,1,1,1,1,1,2,1,0,3,2,1.4,1,2.0,1,8.0,1,8.0,294,71.4,143.4,140.0,0,0,1,3,3,1,720,1280,1,1,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.536995818712418
373,3000,5.2,1,64,1,0,1,0,1,2.0,1,1,0,2000,13849,1,1,1,1,1,2,1,0,2,3,2.2,1,6.0,1,12.0,0,16.0,424,73.4,148.4,163.0,0,0,1,9,3,2,1080,1920,1,1,1,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.535968306842717
374,3000,5.2,1,32,1,0,1,0,1,2.0,1,1,0,2000,13849,1,1,1,1,1,2,1,0,2,3,2.2,1,6.0,1,12.0,0,16.0,424,73.4,148.4,163.0,0,0,1,9,3,2,1080,1920,1,1,1,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.535968306842717
375,2900,5.7,1,32,1,0,1,0,0,2.0,0,1,0,128,4990,1,1,1,1,1,2,1,0,3,3,1.4,1,3.0,1,13.0,1,16.0,282,75.2,159.2,191.0,0,1,1,1,3,1,720,1440,1,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.515191188745565
376,3000,5.7,1,64,1,0,1,0,0,2.0,1,1,0,128,6699,1,1,1,1,1,2,1,0,2,3,1.4,1,4.0,1,16.0,1,20.0,282,72.8,152.3,191.0,0,0,1,2,3,1,1440,720,1,1,1,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.809713540508268
377,3000,5.5,1,32,1,0,1,0,0,2.0,1,1,0,64,4999,1,1,1,1,1,2,1,0,2,2,1.5,1,4.0,1,13.0,1,5.0,401,76.4,154.0,191.0,0,0,1,1,3,2,1920,1080,1,1,1,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.51699317141357
